Country,Year,Life_Expectancy,Expected_Schooling,Mean_Schooling,GNI_Per_Capita,HDI,HDI_Category
Sierra Leone,2018,62.5,10.3,5.0,2321.4,0.52,0
Sierra Leone,2019,62.6,10.4,5.1,2355.0,0.523,0
Sierra Leone,2020,62.9,10.6,5.2,2412.8,0.53,0
Sierra Leone,2021,63.1,10.8,4.4,2454.2,0.535,0
Sierra Leone,2022,63.1,10.8,5.4,2485.4,0.538,0
Sudan,2003,51.7,8.3,4.9,1069.3,0.41,0
Sudan,2004,52.2,8.6,5.1,1130.6,0.42,0
Sudan,2005,52.4,8.7,5.2,1171.1,0.426,0
Sudan,2006,52.6,8.9,5.4,1209.6,0.431,0
Sudan,2007,52.7,9.0,5.4,1243.3,0.436,0
Sudan,2008,52.9,9.1,5.5,1276.3,0.44,0
Sudan,2009,52.9,9.2,5.6,1307.2,0.443,0
Sudan,2010,53.4,9.4,5.8,1377.8,0.453,0
Sudan,2011,53.7,9.6,5.9,1434.5,0.46,0
Sudan,2012,53.9,9.8,6.1,1482.8,0.465,0
Sudan,2013,54.1,9.9,6.2,1531.8,0.47,0
Sudan,2014,54.2,10.0,6.3,1575.5,0.474,0
Sudan,2015,54.6,9.8,6.4,1641.6,0.482,0
Sudan,2016,54.8,10.3,6.5,1696.2,0.487,0
Sudan,2017,54.9,10.4,6.6,1741.0,0.49,0
Sudan,2018,55.2,10.6,6.7,1812.2,0.497,0
Sudan,2019,55.3,10.7,6.8,1862.4,0.501,0
Sudan,2020,55.6,10.9,7.0,1937.6,0.508,0
Sudan,2021,55.6,11.0,7.0,1985.9,0.511,0
Sudan,2022,55.9,11.1,7.2,2055.7,0.517,0
Togo,2003,61.7,9.4,4.9,2697.5,0.514,0
Togo,2004,62.0,9.6,5.0,2783.3,0.52,0
Togo,2005,62.4,9.7,5.1,2875.1,0.527,0
Togo,2006,62.7,9.8,5.2,2959.9,0.532,0
Togo,2007,62.9,9.9,5.3,3034.3,0.535,0
Togo,2008,63.2,10.0,5.4,3124.7,0.54,0
Togo,2009,63.3,10.0,5.4,3201.0,0.543,0
Togo,2010,63.8,10.2,5.5,3306.1,0.549,0
Togo,2011,64.2,10.3,5.6,3414.7,0.556,1
Togo,2012,64.4,10.4,5.7,3510.5,0.56,1
Togo,2013,64.7,10.5,5.8,3611.6,0.565,1
Togo,2014,65.0,10.6,5.8,3711.9,0.569,1
Togo,2015,65.2,10.7,5.9,3819.3,0.574,1
Togo,2016,65.5,10.8,6.0,3462.6,0.578,1
Togo,2017,65.9,10.9,6.1,4051.3,0.585,1
Togo,2018,66.1,11.0,6.2,4166.0,0.589,1
Togo,2019,66.4,11.1,6.2,3462.6,0.594,1
Togo,2020,66.6,11.2,6.3,4401.9,0.597,1
Togo,2021,66.8,11.2,6.3,4513.6,0.6,1
Togo,2022,67.4,11.4,6.5,4677.9,0.609,1
Uganda,2003,52.4,9.5,3.0,1491.9,0.42,0
Uganda,2004,52.8,9.7,3.2,1539.4,0.427,0
Uganda,2005,53.1,9.8,3.3,1576.9,0.433,0
Uganda,2006,53.5,10.0,3.4,1620.0,0.439,0
Uganda,2007,53.6,10.0,3.4,1637.0,0.44,0
Uganda,2008,53.8,10.1,3.5,1666.3,0.444,0
Uganda,2009,54.0,10.2,3.6,1699.9,0.448,0
Uganda,2010,54.3,10.3,3.7,1736.9,0.453,0
Uganda,2011,54.8,10.5,3.8,1799.3,0.461,0
Uganda,2012,54.8,10.5,3.9,1811.4,0.462,0
Uganda,2013,55.3,10.8,4.0,1879.4,0.471,0
Uganda,2014,55.4,10.8,4.1,1900.1,0.472,0
Uganda,2015,55.7,10.9,4.2,1944.4,0.477,0
Uganda,2016,56.0,11.0,4.3,1993.2,0.483,0
Uganda,2017,56.2,11.1,4.3,2032.0,0.486,0
Uganda,2019,54.8,11.5,4.6,2148.9,0.5,0
Uganda,2020,57.0,11.5,4.6,2171.7,0.501,0
Uganda,2021,57.3,11.6,4.7,2222.4,0.506,0
Uganda,2022,57.6,11.7,4.8,2274.6,0.511,0
Yemen,2003,55.1,9.8,4.7,2543.2,0.484,0
Yemen,2004,55.3,9.9,4.8,2628.4,0.489,0
Yemen,2005,55.3,9.9,4.9,2697.0,0.491,0
Yemen,2006,55.4,10.0,4.9,2780.5,0.495,0
Yemen,2007,55.7,10.2,5.0,2879.4,0.501,0
Yemen,2008,55.8,10.3,5.1,2964.1,0.505,0
Yemen,2009,56.0,10.4,5.2,3056.3,0.509,0
Yemen,2010,56.0,10.4,5.2,3459.2,0.512,0
Yemen,2011,56.2,10.5,5.3,3244.8,0.516,0
Yemen,2012,56.3,10.6,5.4,3337.9,0.519,0
Yemen,2013,56.6,10.8,5.5,3459.2,0.526,0
Yemen,2014,56.8,10.9,5.6,3566.9,0.53,0
Yemen,2015,56.6,10.8,5.6,3647.7,0.53,0
Yemen,2016,56.8,11.0,5.7,3769.8,0.535,0
Yemen,2017,56.9,11.0,5.7,3880.5,0.538,0
Yemen,2018,57.1,11.2,5.8,4009.0,0.544,0
Yemen,2019,57.3,11.3,5.9,4138.4,0.548,0
Yemen,2020,57.3,11.3,6.0,4252.2,0.55,1
Yemen,2021,57.5,11.4,6.0,4388.9,0.555,1
Yemen,2022,57.7,11.5,6.1,4523.6,0.559,1
Zambia,2003,58.2,9.9,4.6,825.2,0.432,0
Zambia,2004,58.4,9.9,4.7,829.0,0.433,0
Zambia,2005,59.0,10.1,5.199999999999999,866.3,0.442,0
Zambia,2006,59.2,10.2,4.8,878.1,0.445,0
Zambia,2007,59.5,10.3,4.9,892.2,0.448,0
Zambia,2008,59.8,10.3,5.0,905.3,0.452,0
Zambia,2009,59.8,10.3,5.0,894.5,0.45,0
Zambia,2010,60.3,10.5,5.1,934.9,0.459,0
Zambia,2011,60.6,10.6,5.1,947.8,0.462,0
Zambia,2012,60.7,10.5,5.1,941.8,0.462,0
Zambia,2013,61.1,10.7,5.199999999999999,971.2,0.468,0
Zambia,2014,61.4,10.8,5.3,992.5,0.472,0
Zambia,2015,61.9,10.9,5.4,1023.1,0.479,0
Zambia,2016,62.1,11.0,5.5,947.8,0.481,0
Zambia,2017,62.2,11.0,5.5,1032.1,0.481,0
Zambia,2018,62.7,11.2,5.6,1075.3,0.49,0
Zambia,2019,62.9,11.2,5.6,1076.7,0.49,0
Zambia,2020,63.1,11.2,5.7,1091.9,0.494,0
Zambia,2021,63.4,11.3,5.8,1109.6,0.497,0
Zambia,2022,63.6,11.3,5.8,1115.5,0.499,0
Zimbabwe,2003,61.5,7.9,5.4,1146.5,0.455,0
Zimbabwe,2004,61.8,7.9,5.5,1181.5,0.459,0
Zimbabwe,2005,62.1,8.0,5.9,1223.1,0.464,0
Zimbabwe,2006,62.4,8.1,5.6,1256.0,0.467,0
Zimbabwe,2007,62.7,8.1,5.6,1298.5,0.472,0
Zimbabwe,2008,63.1,8.2,5.7,1555.6,0.478,0
Zimbabwe,2009,63.3,8.2,5.7,1379.4,0.48,0
Zimbabwe,2010,63.4,8.5,5.7,1411.8,0.482,0
Zimbabwe,2011,64.1,8.5,5.9,1490.8,0.492,0
Zimbabwe,2012,64.3,8.5,5.9,1533.9,0.496,0
Zimbabwe,2013,64.4,8.4,5.9,1555.6,0.496,0
Zimbabwe,2014,64.9,8.5,5.9,1625.3,0.503,0
Zimbabwe,2015,65.0,8.6,6.0,1664.8,0.505,0
Zimbabwe,2016,65.4,8.7,6.1,1725.6,0.511,0
Zimbabwe,2017,65.7,8.8,6.1,1780.7,0.515,0
Zimbabwe,2018,65.9,8.8,6.2,1832.0,0.519,0
Zimbabwe,2019,66.2,8.8,6.2,1884.9,0.522,0
Zimbabwe,2020,66.5,8.9,6.2,1946.0,0.526,0
Zimbabwe,2021,66.8,8.9,6.3,2005.9,0.53,0
Zimbabwe,2022,67.1,9.0,6.3,2070.8,0.535,0
